Order ID,Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Profit Margin %,,Total Sales,Total Profit,Total Orders
724,12-01-23,Smartwatch,Electronics,North,3,2727,554.46,2023,January,2033.22%,,,,
725,08-02-22,Smartwatch,Electronics,North,2,522,52.73,2022,February,1010.15%,,,,
726,06-12-24,Mouse,Accessories,West,7,8288,1945.03,2024,December,2346.80%,,,,
727,12-03-24,Laptop,Electronics,West,9,1062,73.58,2024,March,692.84%,,,,
728,01-10-23,Smartphone,Electronics,East,3,1140,226.52,2023,October,1987.02%,,,,
729,12-04-24,Keyboard,Accessories,East,8,3488,712.24,2024,April,2041.97%,,,,
730,22-12-23,Tablet,Electronics,North,8,5920,1436.7,2023,December,2426.86%,,,,
731,06-03-24,Monitor,Accessories,North,9,3096,362.89,2024,March,1172.13%,,,,
732,02-05-24,Monitor,Accessories,South,5,3490,205.04,2024,May,587.51%,,,,
733,02-04-22,Smartwatch,Electronics,South,6,4374,702.62,2022,April,1606.36%,,,,
734,11-02-24,Smartphone,Electronics,South,6,3366,541.86,2024,February,1609.80%,,,,
735,02-04-24,Printer,Office,East,6,822,231.62,2024,April,2817.76%,,,,
736,27-11-24,Monitor,Accessories,North,2,340,39.12,2024,November,1150.59%,,,,
737,30-08-22,Mouse,Accessories,East,1,763,217.94,2022,August,2856.36%,,,,
738,15-07-22,Headphones,Accessories,West,4,3408,856.98,2022,July,2514.61%,,,,
739,21-02-22,Tablet,Electronics,West,7,2282,537.71,2022,February,2356.31%,,,,
740,14-09-23,Camera,Electronics,South,7,4151,1047.43,2023,September,2523.32%,,,,
741,08-04-24,Laptop,Electronics,North,7,6279,1689.55,2024,April,2690.79%,,,,
742,24-10-23,Monitor,Accessories,North,3,474,83.32,2023,October,1757.81%,,,,
743,16-04-23,Monitor,Accessories,West,5,680,176.44,2023,April,2594.71%,,,,
744,15-10-23,Headphones,Accessories,West,9,8496,1721.6,2023,October,2026.37%,,,,
745,20-08-23,Keyboard,Accessories,South,7,7826,714.68,2023,August,913.21%,,,,
746,24-10-23,Mouse,Accessories,South,6,4014,717.44,2023,October,1787.34%,,,,
747,26-07-24,Laptop,Electronics,East,1,687,62.82,2024,July,914.41%,,,,
748,31-10-24,Smartwatch,Electronics,South,3,2943,234.27,2024,October,796.02%,,,,
749,28-04-22,Printer,Office,East,7,5649,660.37,2022,April,1169.00%,,,,
750,15-08-24,Tablet,Electronics,North,8,3296,623.67,2024,August,1892.20%,,,,
751,28-09-24,Headphones,Accessories,North,3,1137,173.92,2024,September,1529.64%,,,,
752,18-07-24,Smartphone,Electronics,North,2,380,101.7,2024,July,2676.32%,,,,
753,22-10-22,Laptop,Electronics,West,5,4405,1247.86,2022,October,2832.83%,,,,
754,01-11-22,Tablet,Electronics,East,1,120,9.43,2022,November,785.83%,,,,
755,13-06-23,Printer,Office,East,1,1176,182.07,2023,June,1548.21%,,,,
756,20-02-23,Camera,Electronics,South,3,1770,366.58,2023,February,2071.07%,,,,
757,20-05-23,Camera,Electronics,South,6,4302,965.02,2023,May,2243.19%,,,,
758,19-12-23,Camera,Electronics,North,3,2988,362.68,2023,December,1213.79%,,,,
759,17-06-24,Headphones,Accessories,East,3,3033,458.41,2024,June,1511.41%,,,,
760,14-07-23,Mouse,Accessories,South,9,6363,1752.65,2023,July,2754.44%,,,,
761,04-07-22,Tablet,Electronics,West,6,3402,501.29,2022,July,1473.52%,,,,
762,23-03-22,Keyboard,Accessories,South,4,3496,1032.81,2022,March,2954.26%,,,,
763,19-11-22,Monitor,Accessories,East,4,1080,204.95,2022,November,1897.69%,,,,
764,28-02-22,Headphones,Accessories,East,6,1530,218.99,2022,February,1431.31%,,,,
765,11-09-23,Keyboard,Accessories,West,4,3568,764.2,2023,September,2141.82%,,,,
766,13-11-22,Smartphone,Electronics,West,1,954,48.97,2022,November,513.31%,,,,
767,17-03-24,Camera,Electronics,West,4,1196,223.66,2024,March,1870.07%,,,,
768,13-02-22,Smartwatch,Electronics,North,4,2136,217.47,2022,February,1018.12%,,,,
769,13-07-24,Printer,Office,South,9,8496,2316.03,2024,July,2726.02%,,,,
770,07-05-24,Laptop,Electronics,West,7,7280,1450.82,2024,May,1992.88%,,,,
771,24-09-22,Smartwatch,Electronics,South,5,4935,625.39,2022,September,1267.25%,,,,
772,12-08-24,Tablet,Electronics,South,8,9056,872.48,2024,August,963.43%,,,,
773,06-01-23,Smartwatch,Electronics,South,1,563,46.96,2023,January,834.10%,,,,
774,03-03-22,Printer,Office,South,2,1570,247.7,2022,March,1577.71%,,,,
775,02-03-22,Camera,Electronics,North,3,2181,517.02,2022,March,2370.56%,,,,
776,25-09-24,Mouse,Accessories,North,4,3808,442.33,2024,September,1161.58%,,,,
777,06-12-22,Keyboard,Accessories,West,7,6552,635.09,2022,December,969.31%,,,,
778,18-06-23,Laptop,Electronics,South,8,6544,1086.29,2023,June,1659.98%,,,,
779,21-11-23,Mouse,Accessories,West,3,2631,157.19,2023,November,597.45%,,,,
780,31-03-23,Monitor,Accessories,West,9,945,94.75,2023,March,1002.65%,,,,
781,11-06-24,Monitor,Accessories,West,2,760,192.42,2024,June,2531.84%,,,,
782,25-04-23,Monitor,Accessories,North,4,1392,394.48,2023,April,2833.91%,,,,
783,17-12-22,Smartwatch,Electronics,East,3,1242,206.74,2022,December,1664.57%,,,,
784,05-07-24,Laptop,Electronics,East,3,3183,868.73,2024,July,2729.28%,,,,
785,07-04-23,Monitor,Accessories,West,5,4260,229.77,2023,April,539.37%,,,,
786,26-07-22,Smartphone,Electronics,West,1,1041,132.46,2022,July,1272.43%,,,,
787,18-05-22,Smartwatch,Electronics,East,3,1692,348.81,2022,May,2061.52%,,,,
788,15-03-22,Camera,Electronics,North,4,1728,403.06,2022,March,2332.52%,,,,
789,13-10-23,Camera,Electronics,South,4,4484,893.27,2023,October,1992.13%,,,,
790,19-06-24,Smartphone,Electronics,East,7,4123,750.05,2024,June,1819.19%,,,,
791,03-11-24,Mouse,Accessories,East,2,2372,392.07,2024,November,1652.91%,,,,
792,16-04-23,Smartphone,Electronics,East,7,5201,745.2,2023,April,1432.80%,,,,
793,27-09-24,Mouse,Accessories,South,5,3100,695.28,2024,September,2242.84%,,,,
794,12-07-22,Smartwatch,Electronics,East,6,5292,1105.95,2022,July,2089.85%,,,,
795,06-03-23,Tablet,Electronics,South,6,5952,971.53,2023,March,1632.27%,,,,
796,10-01-23,Smartphone,Electronics,East,4,1932,472.91,2023,January,2447.77%,,,,
797,05-10-23,Tablet,Electronics,West,6,3486,1011.74,2023,October,2902.29%,,,,
798,25-05-24,Tablet,Electronics,West,2,1708,441.43,2024,May,2584.48%,,,,
799,12-09-24,Monitor,Accessories,South,4,4324,288.12,2024,September,666.33%,,,,
800,30-07-24,Laptop,Electronics,South,4,2708,302.14,2024,July,1115.73%,,,,
801,29-03-22,Printer,Office,West,8,7944,1142.83,2022,March,1438.61%,,,,
802,10-04-23,Camera,Electronics,East,3,684,39.33,2023,April,575.00%,,,,
803,01-01-23,Printer,Office,West,9,5904,1440.45,2023,January,2439.79%,,,,
804,20-03-24,Printer,Office,South,5,4970,1080.12,2024,March,2173.28%,,,,
805,02-02-24,Headphones,Accessories,West,2,2288,234.97,2024,February,1026.97%,,,,
806,18-07-23,Smartphone,Electronics,East,6,4662,350.79,2023,July,752.45%,,,,
807,25-02-22,Mouse,Accessories,East,4,2532,404.96,2022,February,1599.37%,,,,
808,19-12-24,Tablet,Electronics,South,8,9328,1008.6,2024,December,1081.26%,,,,
809,05-02-22,Printer,Office,North,1,686,86.18,2022,February,1256.27%,,,,
810,29-02-24,Smartwatch,Electronics,South,6,1290,343.35,2024,February,2661.63%,,,,
811,26-08-22,Printer,Office,West,5,1205,235.19,2022,August,1951.78%,,,,
812,17-09-24,Headphones,Accessories,South,7,7966,1313.56,2024,September,1648.96%,,,,
813,14-08-22,Camera,Electronics,North,7,1085,130.72,2022,August,1204.79%,,,,
814,29-08-24,Monitor,Accessories,West,9,6633,1239.11,2024,August,1868.10%,,,,
815,21-11-24,Laptop,Electronics,North,7,5096,971.5,2024,November,1906.40%,,,,
816,20-07-22,Tablet,Electronics,East,4,4120,710.07,2022,July,1723.47%,,,,
817,15-08-22,Monitor,Accessories,West,3,1479,207.58,2022,August,1403.52%,,,,
818,09-04-24,Smartphone,Electronics,West,7,1652,397.49,2024,April,2406.11%,,,,
819,07-07-22,Laptop,Electronics,South,1,1028,240.61,2022,July,2340.56%,,,,
820,01-05-23,Monitor,Accessories,East,4,4580,655.14,2023,May,1430.44%,,,,
821,28-01-24,Monitor,Accessories,South,8,2152,196.53,2024,January,913.24%,,,,
822,04-07-22,Monitor,Accessories,South,6,4566,866.13,2022,July,1896.91%,,,,
823,06-04-24,Headphones,Accessories,East,3,2244,301.53,2024,April,1343.72%,,,,
824,01-02-24,Mouse,Accessories,West,4,1344,140.52,2024,February,1045.54%,,,,
825,01-10-23,Printer,Office,South,6,2622,131.53,2023,October,501.64%,,,,
826,03-12-22,Smartphone,Electronics,South,1,325,46.84,2022,December,1441.23%,,,,
827,17-12-24,Keyboard,Accessories,West,1,960,95.88,2024,December,998.75%,,,,
828,30-11-23,Smartphone,Electronics,North,7,2639,268.88,2023,November,1018.87%,,,,
829,05-06-24,Printer,Office,South,5,1025,246.15,2024,June,2401.46%,,,,
830,13-01-22,Monitor,Accessories,West,2,1924,434.86,2022,January,2260.19%,,,,
831,29-08-23,Smartphone,Electronics,North,2,1660,362.88,2023,August,2186.02%,,,,
832,23-05-22,Printer,Office,North,1,985,105.09,2022,May,1066.90%,,,,
833,14-07-24,Keyboard,Accessories,North,5,2600,537.11,2024,July,2065.81%,,,,
834,21-10-24,Camera,Electronics,West,4,2792,725.35,2024,October,2597.96%,,,,
835,31-08-24,Headphones,Accessories,North,2,378,87.37,2024,August,2311.38%,,,,
836,17-04-22,Camera,Electronics,West,8,968,271.61,2022,April,2805.89%,,,,
837,12-05-24,Smartwatch,Electronics,North,3,564,108.35,2024,May,1921.10%,,,,
838,25-01-23,Laptop,Electronics,South,5,2365,667.61,2023,January,2822.88%,,,,
839,01-04-24,Smartphone,Electronics,West,6,3252,834.84,2024,April,2567.16%,,,,
840,05-05-24,Camera,Electronics,North,1,276,42.68,2024,May,1546.38%,,,,
841,20-05-24,Mouse,Accessories,West,3,3408,205.76,2024,May,603.76%,,,,
842,20-10-22,Laptop,Electronics,East,6,1398,180.88,2022,October,1293.85%,,,,
843,27-02-22,Keyboard,Accessories,North,4,904,108.85,2022,February,1204.09%,,,,
844,01-12-23,Keyboard,Accessories,South,1,1178,161.06,2023,December,1367.23%,,,,
845,29-07-22,Headphones,Accessories,West,3,2535,292.19,2022,July,1152.62%,,,,
846,17-04-23,Tablet,Electronics,West,1,496,146.92,2023,April,2962.10%,,,,
847,30-06-24,Smartphone,Electronics,West,4,3888,284.17,2024,June,730.89%,,,,
848,12-03-24,Tablet,Electronics,East,7,4921,798.16,2024,March,1621.95%,,,,
849,04-07-24,Smartwatch,Electronics,West,8,4472,290.79,2024,July,650.25%,,,,
850,09-04-23,Tablet,Electronics,North,3,603,153.37,2023,April,2543.45%,,,,
851,10-03-23,Headphones,Accessories,West,9,1899,501.4,2023,March,2640.34%,,,,
852,03-01-23,Printer,Office,North,4,544,67.84,2023,January,1247.06%,,,,
853,29-05-22,Monitor,Accessories,North,9,6471,1844.59,2022,May,2850.55%,,,,
854,22-03-23,Keyboard,Accessories,North,1,677,54.14,2023,March,799.70%,,,,
855,07-09-22,Laptop,Electronics,South,4,1372,302.58,2022,September,2205.39%,,,,
856,08-06-24,Keyboard,Accessories,North,9,7542,1477.49,2024,June,1959.02%,,,,
857,16-04-23,Monitor,Accessories,West,1,924,125.65,2023,April,1359.85%,,,,
858,11-07-22,Smartphone,Electronics,East,5,3940,755.11,2022,July,1916.52%,,,,
859,05-10-24,Tablet,Electronics,West,2,374,49.26,2024,October,1317.11%,,,,
860,19-03-23,Printer,Office,North,5,1800,252.69,2023,March,1403.83%,,,,
861,26-12-22,Monitor,Accessories,West,5,3170,868.34,2022,December,2739.24%,,,,
862,17-08-24,Headphones,Accessories,North,7,5362,1029.47,2024,August,1919.94%,,,,
863,05-11-23,Monitor,Accessories,East,9,5976,1747.57,2023,November,2924.31%,,,,
864,06-07-23,Keyboard,Accessories,North,9,8514,1400.4,2023,July,1644.82%,,,,
865,25-11-23,Laptop,Electronics,South,1,810,157.47,2023,November,1944.07%,,,,
866,08-01-22,Mouse,Accessories,South,1,71,12.02,2022,January,1692.96%,,,,
867,15-06-22,Laptop,Electronics,North,1,651,57.94,2022,June,890.02%,,,,
868,13-03-22,Monitor,Accessories,North,3,1245,119.11,2022,March,956.71%,,,,
869,06-11-23,Monitor,Accessories,West,1,464,58.38,2023,November,1258.19%,,,,
870,11-02-23,Monitor,Accessories,North,5,5155,356.43,2023,February,691.43%,,,,
871,11-12-23,Smartphone,Electronics,East,5,5175,786.27,2023,December,1519.36%,,,,
872,13-01-22,Smartphone,Electronics,East,2,1668,470.42,2022,January,2820.26%,,,,
873,30-09-24,Printer,Office,East,3,1872,532.81,2024,September,2846.21%,,,,
874,16-01-23,Laptop,Electronics,North,3,513,132.56,2023,January,2584.02%,,,,
875,05-04-24,Printer,Office,West,2,2276,366.5,2024,April,1610.28%,,,,
876,02-01-24,Mouse,Accessories,West,4,3428,305.79,2024,January,892.04%,,,,
877,02-03-24,Keyboard,Accessories,East,2,1640,176.87,2024,March,1078.48%,,,,
878,25-05-24,Camera,Electronics,East,7,7077,1921.73,2024,May,2715.46%,,,,
879,20-10-23,Printer,Office,South,9,9225,1391.15,2023,October,1508.02%,,,,
880,20-06-22,Mouse,Accessories,South,5,3910,584.77,2022,June,1495.58%,,,,
881,09-05-23,Printer,Office,West,5,1995,369.22,2023,May,1850.73%,,,,
882,31-08-23,Keyboard,Accessories,North,7,385,43.43,2023,August,1128.05%,,,,
883,23-03-23,Mouse,Accessories,East,4,4316,566.7,2023,March,1313.02%,,,,
884,28-04-24,Smartwatch,Electronics,North,1,1169,340.69,2024,April,2914.37%,,,,
885,30-03-23,Headphones,Accessories,East,5,2325,506.32,2023,March,2177.72%,,,,
886,18-02-24,Monitor,Accessories,North,1,199,48.92,2024,February,2458.29%,,,,
887,13-08-22,Smartwatch,Electronics,South,3,375,80.58,2022,August,2148.80%,,,,
888,05-05-22,Laptop,Electronics,East,9,8010,763.32,2022,May,952.96%,,,,
889,03-01-23,Mouse,Accessories,East,4,316,77.13,2023,January,2440.82%,,,,
890,14-11-24,Camera,Electronics,South,9,5895,442.49,2024,November,750.62%,,,,
891,09-04-22,Headphones,Accessories,East,4,388,35.21,2022,April,907.47%,,,,
892,12-06-24,Mouse,Accessories,West,5,3670,462.97,2024,June,1261.50%,,,,
893,15-10-24,Smartphone,Electronics,East,9,7731,2178.05,2024,October,2817.29%,,,,
894,18-10-23,Laptop,Electronics,South,3,1596,91.23,2023,October,571.62%,,,,
895,06-04-24,Camera,Electronics,East,4,4192,216.16,2024,April,515.65%,,,,
896,29-07-23,Tablet,Electronics,West,7,5264,756.33,2023,July,1436.80%,,,,
897,04-06-23,Laptop,Electronics,North,1,425,48.81,2023,June,1148.47%,,,,
898,17-03-22,Smartwatch,Electronics,North,4,3380,211.72,2022,March,626.39%,,,,
899,07-03-24,Printer,Office,East,7,8379,2009.05,2024,March,2397.72%,,,,
900,05-03-22,Keyboard,Accessories,North,4,2040,393.72,2022,March,1930.00%,,,,
901,17-04-24,Printer,Office,East,4,1336,116.65,2024,April,873.13%,,,,
902,22-08-24,Keyboard,Accessories,South,2,1934,157.41,2024,August,813.91%,,,,
903,09-04-24,Keyboard,Accessories,South,3,1560,391.11,2024,April,2507.12%,,,,
904,20-07-24,Keyboard,Accessories,North,6,4446,1217.86,2024,July,2739.23%,,,,
905,17-03-23,Printer,Office,West,3,1893,508.8,2023,March,2687.80%,,,,
906,04-07-24,Camera,Electronics,East,4,4492,670.42,2024,July,1492.48%,,,,
907,12-08-23,Mouse,Accessories,South,6,6228,1852.45,2023,August,2974.39%,,,,
908,23-04-23,Camera,Electronics,East,7,4403,1295.89,2023,April,2943.20%,,,,
909,15-10-22,Headphones,Accessories,South,9,4176,510.97,2022,October,1223.59%,,,,
910,24-05-22,Keyboard,Accessories,West,2,486,64.43,2022,May,1325.72%,,,,
911,09-05-22,Printer,Office,East,5,4880,1084.69,2022,May,2222.73%,,,,
912,02-11-22,Printer,Office,West,5,265,53.21,2022,November,2007.92%,,,,
913,10-09-23,Laptop,Electronics,East,1,1041,128.58,2023,September,1235.16%,,,,
914,28-03-24,Smartphone,Electronics,East,8,9448,616.5,2024,March,652.52%,,,,
915,01-07-22,Headphones,Accessories,South,3,1617,440.46,2022,July,2723.93%,,,,
916,17-02-24,Laptop,Electronics,West,2,1486,233.7,2024,February,1572.68%,,,,
917,08-07-23,Smartwatch,Electronics,East,8,7152,1539.72,2023,July,2152.85%,,,,
918,29-12-22,Mouse,Accessories,East,6,1404,368.36,2022,December,2623.65%,,,,
919,11-08-23,Camera,Electronics,South,2,122,16.23,2023,August,1330.33%,,,,
920,01-08-23,Camera,Electronics,North,9,7533,1285.72,2023,August,1706.78%,,,,
921,23-07-23,Headphones,Accessories,South,4,3888,810.08,2023,July,2083.54%,,,,
922,05-07-24,Smartphone,Electronics,South,5,870,48.87,2024,July,561.72%,,,,
923,28-11-22,Mouse,Accessories,South,2,1446,403.89,2022,November,2793.15%,,,,
924,11-11-24,Tablet,Electronics,South,6,510,151.91,2024,November,2978.63%,,,,
925,29-07-24,Keyboard,Accessories,West,8,6224,790.27,2024,July,1269.71%,,,,
926,25-04-23,Keyboard,Accessories,North,2,686,85.03,2023,April,1239.50%,,,,
927,11-12-23,Mouse,Accessories,West,4,2840,591.94,2023,December,2084.30%,,,,
928,12-11-23,Laptop,Electronics,South,7,2562,347.62,2023,November,1356.83%,,,,
929,04-05-24,Smartphone,Electronics,West,5,790,216.12,2024,May,2735.70%,,,,
930,09-07-22,Laptop,Electronics,East,5,4170,786.42,2022,July,1885.90%,,,,
931,22-11-22,Tablet,Electronics,East,4,1360,373.59,2022,November,2746.99%,,,,
932,13-03-22,Camera,Electronics,East,6,5316,782.42,2022,March,1471.82%,,,,
933,20-07-23,Laptop,Electronics,West,4,3956,293.38,2023,July,741.61%,,,,
934,09-05-22,Monitor,Accessories,North,3,726,94.38,2022,May,1300.00%,,,,
935,04-08-24,Smartphone,Electronics,North,4,228,29.37,2024,August,1288.16%,,,,
936,31-07-22,Headphones,Accessories,North,3,2274,442.57,2022,July,1946.22%,,,,
937,13-09-24,Keyboard,Accessories,North,9,2628,459.87,2024,September,1749.89%,,,,
938,26-05-24,Camera,Electronics,South,6,606,104.85,2024,May,1730.20%,,,,
939,15-11-24,Headphones,Accessories,East,8,7256,558.79,2024,November,770.11%,,,,
940,11-03-23,Camera,Electronics,West,4,1956,125.69,2023,March,642.59%,,,,
941,20-06-24,Printer,Office,South,6,3954,690.1,2024,June,1745.32%,,,,
942,11-01-23,Keyboard,Accessories,East,6,2262,442.86,2023,January,1957.82%,,,,
943,15-02-22,Printer,Office,North,4,2804,391.59,2022,February,1396.54%,,,,
944,26-04-22,Tablet,Electronics,South,9,5850,1511.06,2022,April,2583.01%,,,,
945,07-06-23,Keyboard,Accessories,West,1,56,9.16,2023,June,1635.71%,,,,
946,17-01-24,Monitor,Accessories,East,9,4302,344.64,2024,January,801.12%,,,,
947,14-05-24,Camera,Electronics,West,9,10143,1690.66,2024,May,1666.82%,,,,
948,15-05-23,Headphones,Accessories,North,1,1012,164.89,2023,May,1629.35%,,,,
949,22-05-23,Tablet,Electronics,East,9,8964,448.62,2023,May,500.47%,,,,
950,05-08-22,Mouse,Accessories,South,6,1758,262.36,2022,August,1492.38%,,,,
951,12-10-23,Printer,Office,North,6,6348,557.72,2023,October,878.58%,,,,
952,04-11-23,Printer,Office,North,2,1582,422.46,2023,November,2670.42%,,,,
953,17-05-23,Mouse,Accessories,South,2,1924,394.4,2023,May,2049.90%,,,,
954,02-04-23,Keyboard,Accessories,North,1,120,23.86,2023,April,1988.33%,,,,
955,26-01-24,Headphones,Accessories,East,8,7752,1943.84,2024,January,2507.53%,,,,
956,13-07-23,Camera,Electronics,East,2,1114,300.44,2023,July,2696.95%,,,,
957,28-11-24,Keyboard,Accessories,North,5,1765,229.06,2024,November,1297.79%,,,,
958,10-08-22,Keyboard,Accessories,West,6,6834,1418.21,2022,August,2075.23%,,,,
959,14-09-22,Smartphone,Electronics,East,5,1520,433.53,2022,September,2852.17%,,,,
960,05-08-23,Smartwatch,Electronics,West,7,8141,767.6,2023,August,942.88%,,,,
961,30-08-23,Tablet,Electronics,South,8,5176,866.36,2023,August,1673.80%,,,,
962,11-05-24,Mouse,Accessories,East,9,738,64.42,2024,May,872.90%,,,,
963,17-01-24,Printer,Office,South,9,4086,217.48,2024,January,532.26%,,,,
964,16-09-22,Mouse,Accessories,East,2,442,28.13,2022,September,636.43%,,,,
965,13-01-23,Smartphone,Electronics,East,6,2478,153.86,2023,January,620.90%,,,,
966,22-01-22,Keyboard,Accessories,South,2,1860,327.15,2022,January,1758.87%,,,,
967,24-05-22,Monitor,Accessories,East,9,4968,991.82,2022,May,1996.42%,,,,
968,05-03-23,Printer,Office,South,3,1446,278.94,2023,March,1929.05%,,,,
969,25-04-23,Mouse,Accessories,East,7,1722,414.87,2023,April,2409.23%,,,,
970,13-07-24,Smartwatch,Electronics,East,7,6573,460.28,2024,July,700.26%,,,,
971,01-09-24,Headphones,Accessories,East,3,2481,249.52,2024,September,1005.72%,,,,
972,26-12-24,Monitor,Accessories,West,6,3828,1102.86,2024,December,2881.03%,,,,
973,20-08-23,Tablet,Electronics,East,7,1197,103.34,2023,August,863.32%,,,,
974,09-01-22,Tablet,Electronics,West,7,7623,1459.84,2022,January,1915.05%,,,,
975,14-08-22,Mouse,Accessories,North,9,3384,252.11,2022,August,745.01%,,,,
976,01-01-22,Monitor,Accessories,South,8,1296,273.97,2022,January,2113.97%,,,,
977,25-07-24,Tablet,Electronics,West,8,2840,262.62,2024,July,924.72%,,,,
978,22-08-24,Camera,Electronics,East,7,1540,342.93,2024,August,2226.82%,,,,
979,28-06-22,Camera,Electronics,West,2,1414,308.39,2022,June,2180.98%,,,,
980,26-04-23,Camera,Electronics,West,8,8328,466.38,2023,April,560.01%,,,,
981,29-08-23,Camera,Electronics,North,2,744,217.21,2023,August,2919.49%,,,,
982,02-01-23,Mouse,Accessories,South,9,1773,168.01,2023,January,947.60%,,,,
983,11-08-23,Smartphone,Electronics,East,7,6034,1018.37,2023,August,1687.72%,,,,
984,22-06-23,Smartphone,Electronics,South,9,756,99.21,2023,June,1312.30%,,,,
985,27-07-24,Monitor,Accessories,East,8,2256,468.52,2024,July,2076.77%,,,,
986,30-11-23,Monitor,Accessories,North,7,875,203.63,2023,November,2327.20%,,,,
987,26-11-24,Headphones,Accessories,South,4,1208,115.13,2024,November,953.06%,,,,
988,15-08-23,Headphones,Accessories,South,2,352,54.19,2023,August,1539.49%,,,,
989,23-02-23,Printer,Office,West,6,4266,357.51,2023,February,838.05%,,,,
990,26-03-22,Tablet,Electronics,North,7,1841,496.89,2022,March,2699.02%,,,,
991,27-07-24,Camera,Electronics,East,1,712,89.5,2024,July,1257.02%,,,,
992,23-03-24,Printer,Office,West,2,724,72.19,2024,March,997.10%,,,,
993,09-12-24,Smartphone,Electronics,West,8,5832,662.72,2024,December,1136.35%,,,,
994,17-06-23,Keyboard,Accessories,South,6,4188,989.14,2023,June,2361.84%,,,,
995,21-09-23,Tablet,Electronics,West,1,392,50.7,2023,September,1293.37%,,,,
996,14-05-22,Laptop,Electronics,East,9,963,49.71,2022,May,516.20%,,,,
997,13-04-24,Camera,Electronics,West,6,5706,319.46,2024,April,559.87%,,,,
998,11-06-24,Headphones,Accessories,West,7,1365,312.04,2024,June,2286.01%,,,,
999,23-05-23,Headphones,Accessories,South,1,202,11.24,2023,May,556.44%,,,,
1000,24-12-23,Smartphone,Electronics,North,9,2430,613.67,2023,December,2525.39%,,,,
1001,26-04-23,Monitor,Accessories,South,3,2670,515.39,2023,April,1930.30%,,,,
1002,21-01-22,Tablet,Electronics,South,7,2758,520.66,2022,January,1887.82%,,,,
1003,14-10-22,Monitor,Accessories,South,9,873,82.35,2022,October,943.30%,,,,
1004,23-08-23,Smartwatch,Electronics,West,9,7245,1410.92,2023,August,1947.44%,,,,
1005,13-09-23,Camera,Electronics,North,4,960,255.24,2023,September,2658.75%,,,,
1006,28-12-24,Smartwatch,Electronics,East,4,1284,171.02,2024,December,1331.93%,,,,
1007,09-06-23,Mouse,Accessories,West,4,512,110.47,2023,June,2157.62%,,,,
1008,10-07-22,Smartwatch,Electronics,South,9,9729,2039.41,2022,July,2096.22%,,,,
1009,11-01-23,Camera,Electronics,North,5,1580,166.16,2023,January,1051.65%,,,,
1010,26-07-23,Mouse,Accessories,East,8,976,234.24,2023,July,2400.00%,,,,
1011,05-01-24,Printer,Office,North,8,1824,495.35,2024,January,2715.73%,,,,
1012,08-05-23,Smartphone,Electronics,South,4,3188,202.81,2023,May,636.17%,,,,
1013,29-11-23,Camera,Electronics,East,7,5467,556.02,2023,November,1017.05%,,,,
1014,05-09-24,Smartphone,Electronics,South,6,5406,1277.46,2024,September,2363.04%,,,,
1015,08-08-24,Headphones,Accessories,East,8,2984,742.31,2024,August,2487.63%,,,,
1016,12-04-23,Printer,Office,North,1,919,193.35,2023,April,2103.92%,,,,
1017,18-08-23,Camera,Electronics,South,6,1686,426.72,2023,August,2530.96%,,,,
1018,02-06-23,Laptop,Electronics,West,7,4165,493.24,2023,June,1184.25%,,,,
1019,17-11-23,Smartphone,Electronics,West,7,1281,282.63,2023,November,2206.32%,,,,
1020,17-06-24,Smartwatch,Electronics,East,3,2829,362.16,2024,June,1280.17%,,,,
1021,06-04-24,Monitor,Accessories,West,3,2211,292.31,2024,April,1322.07%,,,,
1022,18-12-24,Headphones,Accessories,East,4,4740,607.81,2024,December,1282.30%,,,,
1023,09-12-23,Camera,Electronics,East,1,718,169.09,2023,December,2355.01%,,,,
1024,10-10-22,Headphones,Accessories,North,6,1716,108.81,2022,October,634.09%,,,,
1025,22-04-24,Monitor,Accessories,South,7,1547,152.59,2024,April,986.36%,,,,
1026,14-06-22,Mouse,Accessories,North,1,739,111.18,2022,June,1504.47%,,,,
1027,03-09-23,Laptop,Electronics,West,3,819,231.88,2023,September,2831.26%,,,,
1028,19-12-23,Laptop,Electronics,South,8,5696,1156.3,2023,December,2030.02%,,,,
1029,22-01-23,Monitor,Accessories,South,2,1706,184.71,2023,January,1082.71%,,,,
1030,23-01-24,Camera,Electronics,North,2,2066,608.23,2024,January,2944.00%,,,,
1031,07-06-24,Laptop,Electronics,North,2,256,35.66,2024,June,1392.97%,,,,
1032,04-02-24,Smartphone,Electronics,North,2,1102,182.54,2024,February,1656.44%,,,,
1033,31-08-24,Monitor,Accessories,North,8,2872,483.94,2024,August,1685.03%,,,,
1034,11-11-24,Tablet,Electronics,East,4,2584,394.52,2024,November,1526.78%,,,,
1035,27-07-24,Mouse,Accessories,North,2,1366,298.32,2024,July,2183.89%,,,,
1036,11-05-24,Smartwatch,Electronics,South,7,1253,354.23,2024,May,2827.06%,,,,
1037,24-03-23,Laptop,Electronics,West,7,2618,300.81,2023,March,1149.01%,,,,
1038,22-09-22,Headphones,Accessories,East,9,6822,1811.37,2022,September,2655.19%,,,,
1039,05-11-23,Keyboard,Accessories,East,6,5286,636.16,2023,November,1203.48%,,,,
1040,13-06-24,Monitor,Accessories,North,1,579,133.57,2024,June,2306.91%,,,,
1041,28-02-22,Laptop,Electronics,West,8,1392,190.99,2022,February,1372.05%,,,,
